City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Port Macquarie,AU,2022-07-25 19:01:35,-31.4333,152.9167,44.89,83,3,5.26
296,Ruteng,ID,2022-07-25 19:01:35,-8.6136,120.4721,59.09,86,51,3.89
297,Rocha,UY,2022-07-25 19:01:35,-34.4833,-54.3333,63.61,91,100,8.63
298,Tuy Hoa,VN,2022-07-25 18:56:54,13.0833,109.3,77.65,89,100,2.84
299,Meulaboh,ID,2022-07-25 19:01:36,4.1363,96.1285,74.95,96,100,5.59
300,Newport,GB,2022-07-25 19:01:13,51.5877,-2.9984,67.44,68,15,14.94
301,Peleduy,RU,2022-07-25 19:01:36,59.6289,112.7406,66.2,90,22,3.53
302,Bouar,CF,2022-07-25 19:01:37,5.934,15.596,66.7,94,100,1.19
303,Sorland,NO,2022-07-25 19:01:37,67.667,12.6934,56.46,89,93,15.21
304,Manggar,ID,2022-07-25 19:01:38,-2.8833,108.2667,80.55,76,100,11.74
305,Kilindoni,TZ,2022-07-25 19:01:38,-7.9139,39.6668,75.97,75,19,15.35
306,Lavrentiya,RU,2022-07-25 19:01:38,65.5833,-171.0,40.6,92,100,13.91
307,Isla Vista,US,2022-07-25 19:01:39,34.4133,-119.861,83.25,39,28,6.62
308,Klaeng,TH,2022-07-25 19:01:39,12.7797,101.6483,84.94,100,49,1.72
309,Zhezkazgan,KZ,2022-07-25 19:01:39,47.8043,67.7144,80.62,24,94,13.49
310,Port Blair,IN,2022-07-25 19:01:40,11.6667,92.75,81.34,83,100,6.29
311,Manica,FR,2022-07-25 19:01:40,49.0,-1.1667,63.52,78,13,8.99
312,Aborlan,PH,2022-07-25 19:01:41,9.4352,118.5492,78.89,84,99,2.55
313,Bom Sucesso,BR,2022-07-25 19:01:42,-21.0331,-44.7581,79.43,28,0,4.34
314,Fukuma,JP,2022-07-25 19:01:42,33.7667,130.4667,80.6,84,0,0.81
315,Lubbock,US,2022-07-25 19:02:23,33.6001,-101.8338,95.38,27,40,18.41
316,Ginir,ET,2022-07-25 19:02:19,7.1333,40.7,67.5,46,91,13.78
317,Paamiut,GL,2022-07-25 19:02:43,61.994,-49.6678,44.1,88,24,3.53
318,Castro,BR,2022-07-25 19:00:42,-24.7911,-50.0119,73.45,47,75,3.56
319,Chalinze,TZ,2022-07-25 19:02:43,-6.6378,38.354,72.03,71,95,4.07
320,Ugoofaaru,MV,2022-07-25 19:02:44,5.6667,73.0,81.88,77,79,13.47
321,Itamarandiba,BR,2022-07-25 19:02:44,-17.8572,-42.8589,71.85,49,4,8.41
322,Iqaluit,CA,2022-07-25 19:00:14,63.7506,-68.5145,46.13,93,75,8.05
323,Denpasar,ID,2022-07-25 19:00:55,-8.65,115.2167,76.71,83,100,7.74
324,Amboasary,MG,2022-07-25 19:02:45,-25.0333,46.3833,66.76,86,5,1.61
325,Desaguadero,PE,2022-07-25 19:02:45,-16.5656,-69.0417,55.18,28,63,10.87
326,Luderitz,NA,2022-07-25 19:00:32,-26.6481,15.1594,57.97,79,14,9.66
327,Linguere,SN,2022-07-25 19:02:46,15.3953,-15.1193,92.41,45,100,5.37
328,Kushima,JP,2022-07-25 19:02:46,31.4583,131.2333,77.83,95,12,3.62
329,Tilichiki,RU,2022-07-25 19:02:47,60.4667,166.1,51.53,77,100,2.59
330,Sanarate,GT,2022-07-25 19:02:47,14.795,-90.1922,80.06,58,100,1.86
331,Namatanai,PG,2022-07-25 19:02:47,-3.6667,152.4333,78.22,84,24,9.42
332,Ponta Do Sol,PT,2022-07-25 19:02:48,32.6667,-17.1,88.72,48,77,4.0
333,Toora-Khem,RU,2022-07-25 19:02:48,52.4675,96.11,44.13,94,69,3.56
334,Koslan,RU,2022-07-25 19:02:48,63.4564,48.8989,51.37,75,14,5.01
335,Longonjo,AO,2022-07-25 19:02:49,-12.9067,15.2533,67.37,28,16,4.68
336,Olafsvik,IS,2022-07-25 19:02:49,64.8945,-23.7142,53.02,65,93,5.64
337,Kapit,MY,2022-07-25 19:02:49,2.0167,112.9333,73.71,100,100,0.85
338,Moose Factory,CA,2022-07-25 19:02:50,51.2585,-80.6094,57.18,88,100,12.66
339,Ostrovnoy,RU,2022-07-25 19:02:50,68.0531,39.5131,53.64,75,96,2.93
340,Thompson,CA,2022-07-25 19:02:51,55.7435,-97.8558,60.96,82,100,4.61
341,Goderich,CA,2022-07-25 19:02:51,43.7501,-81.7165,67.91,62,0,7.56
342,Tulum,MX,2022-07-25 19:02:51,20.2167,-87.4667,88.92,56,99,8.63
343,Tucurui,BR,2022-07-25 19:02:52,-3.7661,-49.6725,87.21,55,100,3.11
344,Sabha,LY,2022-07-25 19:02:52,27.0377,14.4283,87.89,19,0,9.82
345,Turukhansk,RU,2022-07-25 19:02:53,65.8167,87.9833,51.66,91,87,2.1
346,Wencheng,CN,2022-07-25 19:02:53,33.0559,113.7978,77.45,95,100,3.24
347,Tukrah,LY,2022-07-25 19:02:53,32.5341,20.5791,80.24,82,0,7.9
348,Bandarbeyla,SO,2022-07-25 19:02:54,9.4942,50.8122,76.24,83,27,31.99
349,Minsk,BY,2022-07-25 19:02:54,53.9,27.5667,64.15,83,0,4.83
350,Gwembe,ZM,2022-07-25 19:02:54,-16.4975,27.6069,58.15,45,0,2.04
351,Fare,PF,2022-07-25 19:02:55,-16.7,-151.0167,76.37,82,60,10.22
352,Paso De Carrasco,UY,2022-07-25 19:02:55,-34.8603,-56.0522,59.45,95,100,10.0
353,Tayu,ID,2022-07-25 19:02:55,-6.5397,111.0518,72.32,76,20,8.88
354,Kaseda,JP,2022-07-25 19:02:56,31.4167,130.3167,79.07,86,4,4.52
355,Sharjah,AE,2022-07-25 18:58:49,25.3573,55.4033,100.38,59,0,12.66
356,Faanui,PF,2022-07-25 19:02:57,-16.4833,-151.75,77.16,78,11,8.72
357,Gravdal,NO,2022-07-25 19:02:57,68.1214,13.5031,55.29,100,75,4.61
358,Batagay,RU,2022-07-25 19:02:57,67.6333,134.6333,63.54,72,100,0.56
359,Sibuco,PH,2022-07-25 19:02:58,7.2911,122.0656,78.31,85,96,2.04
360,Kaeo,NZ,2022-07-25 19:02:58,-35.1,173.7833,56.32,97,29,17.96
361,Waipawa,NZ,2022-07-25 19:02:58,-41.4122,175.5153,50.72,96,100,16.15
362,Narayanpet,IN,2022-07-25 19:02:59,16.7333,77.5,76.62,83,100,7.49
363,Port Hardy,CA,2022-07-25 19:00:42,50.6996,-127.4199,62.2,87,85,8.68
364,Salisbury,GB,2022-07-25 19:03:59,51.0693,-1.7957,68.54,68,75,12.66
365,Gunnedah,AU,2022-07-25 19:04:00,-30.9833,150.25,47.75,85,10,2.64
366,Coahuayana,MX,2022-07-25 19:04:00,18.7333,-103.6833,85.1,73,100,5.39
367,College,US,2022-07-25 19:04:00,64.8569,-147.8028,70.12,57,100,10.36
368,Florianopolis,BR,2022-07-25 19:04:01,-27.6146,-48.5012,70.63,72,46,4.0
369,Salalah,OM,2022-07-25 19:04:01,17.0151,54.0924,77.09,100,100,4.61
370,Ketchikan,US,2022-07-25 19:04:01,55.3422,-131.6461,61.81,89,84,4.74
371,Sao Raimundo Das Mangabeiras,BR,2022-07-25 19:04:02,-7.0219,-45.4811,95.05,22,100,5.82
372,Asuncion Nochixtlan,MX,2022-07-25 19:04:02,17.4667,-97.2333,70.59,54,90,12.33
373,Margate,GB,2022-07-25 19:01:33,51.3813,1.3862,71.87,66,100,4.0
374,Bahia Blanca,AR,2022-07-25 19:04:03,-38.7196,-62.2724,59.41,62,100,9.75
375,Leshukonskoye,RU,2022-07-25 19:04:03,64.8989,45.7622,48.9,81,11,3.62
376,Trincomalee,LK,2022-07-25 19:04:04,8.5711,81.2335,79.27,86,100,8.46
377,Kabare,CD,2022-07-25 19:03:10,-2.4683,28.8242,64.04,70,75,0.11
378,Te Anau,NZ,2022-07-25 19:04:04,-45.4167,167.7167,38.61,95,100,2.89
379,Nyimba,ZM,2022-07-25 19:04:04,-14.5566,30.8149,69.17,35,0,10.56
380,Bulgan,MN,2022-07-25 19:04:05,48.8125,103.5347,52.5,92,100,2.13
381,Skovorodino,RU,2022-07-25 19:04:05,53.9833,123.9167,64.13,80,47,1.99
382,Lincoln,US,2022-07-25 19:00:23,40.8,-96.667,73.47,100,100,6.38
383,Horsham,GB,2022-07-25 19:04:06,51.064,-0.3272,71.11,61,100,12.37
384,Nouadhibou,MR,2022-07-25 19:04:06,20.931,-17.0347,69.03,91,0,21.5
385,Great Bend,US,2022-07-25 19:00:04,38.3645,-98.7648,93.27,35,84,10.07
386,Saint-Augustin,CA,2022-07-25 19:04:07,51.226,-58.6502,58.21,98,100,15.28
387,Sao Joao Da Barra,BR,2022-07-25 19:04:07,-21.6403,-41.0511,73.29,77,0,13.94
388,Fukue,JP,2022-07-25 19:04:07,32.6881,128.8419,77.16,79,4,4.94
389,Khandbari,NP,2022-07-25 19:04:08,27.3747,87.2039,72.18,93,100,0.85
390,Rafsanjan,IR,2022-07-25 19:04:08,30.4067,55.9939,94.23,20,100,8.63
391,San Ramon De La Nueva Oran,AR,2022-07-25 19:04:09,-23.1322,-64.326,93.42,35,8,4.21
392,San Cristobal,VE,2022-07-25 19:04:00,7.7669,-72.225,81.79,49,37,8.37
393,Kyshtovka,RU,2022-07-25 19:04:09,56.555,76.6271,58.03,90,18,6.22
394,Puerto Vallarta,MX,2022-07-25 19:00:05,20.6204,-105.2307,89.91,66,84,4.0
395,Ascension,US,2022-07-25 19:04:10,30.2169,-90.9001,93.27,70,40,12.66
396,Kaitangata,NZ,2022-07-25 19:04:10,-46.2817,169.8464,45.9,94,100,17.45
397,Pacific Grove,US,2022-07-25 19:00:36,36.6177,-121.9166,68.2,88,7,7.0
398,Hay River,CA,2022-07-25 18:59:18,60.8156,-115.7999,66.18,55,40,12.66
399,Bilibino,RU,2022-07-25 19:04:11,68.0546,166.4372,44.71,66,19,5.17
400,Taksimo,RU,2022-07-25 19:04:11,56.3444,114.8794,62.87,89,7,1.99
401,Kenai,US,2022-07-25 19:03:17,60.5544,-151.2583,59.09,94,100,6.33
402,Deputatskiy,RU,2022-07-25 19:04:12,69.3,139.9,56.21,58,100,3.49
403,Taoudenni,ML,2022-07-25 19:04:12,22.6783,-3.9836,107.53,7,5,11.45
404,Camocim,BR,2022-07-25 19:04:12,-2.9022,-40.8411,85.5,56,81,15.59
405,Pudozh,RU,2022-07-25 19:04:13,61.8099,36.5345,58.98,91,14,0.98
406,Purpe,RU,2022-07-25 19:04:14,64.4803,76.6897,55.0,70,100,7.9
407,Lovozero,RU,2022-07-25 19:04:14,68.005,35.0117,56.86,70,51,6.15
408,Maceio,BR,2022-07-25 19:00:17,-9.6658,-35.7353,78.24,73,75,10.36
409,Culebra,PR,2022-07-25 19:04:15,18.303,-65.301,87.01,86,96,15.99
410,Eureka,US,2022-07-25 19:05:16,40.8021,-124.1637,89.67,75,51,5.01
411,Ust-Ordynskiy,RU,2022-07-25 19:05:16,52.805,104.7508,54.12,97,100,16.31
412,Makakilo City,US,2022-07-25 19:05:17,21.3469,-158.0858,80.92,64,20,14.97
413,Chara,RU,2022-07-25 19:05:17,56.9064,118.2631,63.63,78,0,3.11
414,Yuci,CN,2022-07-25 19:05:18,37.6803,112.7319,65.95,77,0,2.24
415,Noyabrsk,RU,2022-07-25 19:05:18,63.1994,75.4507,50.02,80,61,2.26
416,Baie-Comeau,CA,2022-07-25 19:00:34,49.2168,-68.1489,62.28,100,100,8.05
417,Xining,CN,2022-07-25 19:05:19,36.6167,101.7667,59.52,49,5,3.09
418,Aykhal,RU,2022-07-25 19:05:19,66.0,111.5,61.92,88,16,4.99
419,Fatehpur,IN,2022-07-25 19:05:19,25.9333,80.8,84.09,73,92,5.84
420,Pemangkat,ID,2022-07-25 19:05:20,1.1667,108.9667,77.85,87,100,7.34
421,Kununurra,AU,2022-07-25 19:05:20,-15.7667,128.7333,51.78,82,1,2.3
422,Lac Du Bonnet,CA,2022-07-25 19:00:44,50.2536,-96.0612,73.45,47,94,9.24
423,Shenzhen,CN,2022-07-25 19:05:21,22.5455,114.0683,87.22,91,100,5.79
424,Moranbah,AU,2022-07-25 19:01:38,-22.0016,148.0466,55.98,92,0,4.74
425,Kotido,UG,2022-07-25 19:05:21,2.9806,34.1331,73.31,56,83,3.85
426,Havelock,US,2022-07-25 19:05:21,34.8791,-76.9013,89.58,76,75,17.27
427,Shelton,US,2022-07-25 19:00:38,41.3165,-73.0932,81.12,81,100,12.66
428,Ayan,RU,2022-07-25 19:05:22,56.45,138.1667,55.85,90,100,11.14
429,Warwick,US,2022-07-25 19:02:09,41.7001,-71.4162,87.73,78,75,16.11
430,Maloy,NO,2022-07-25 19:05:22,61.9353,5.1136,53.33,90,89,24.92
431,Kailua,US,2022-07-25 19:03:10,21.4022,-157.7394,79.65,73,27,8.99
432,Itoman,JP,2022-07-25 19:05:23,26.1247,127.6694,84.22,89,0,2.3
433,Maba,CN,2022-07-25 19:05:23,24.6841,113.5984,81.16,75,1,2.62
434,Suhbaatar,MN,2022-07-25 19:01:12,50.2314,106.2078,54.28,88,100,1.59
435,Mayor Pablo Lagerenza,PY,2022-07-25 19:05:24,-19.9309,-60.7718,99.3,17,0,10.27
436,Broome,US,2022-07-25 19:05:24,42.2506,-75.833,84.69,60,0,13.8
437,Manzanillo,CU,2022-07-25 19:05:25,20.3433,-77.1167,89.26,57,70,5.17
438,Ulkan,RU,2022-07-25 19:05:25,57.243,107.3223,62.19,99,100,2.42
439,Nome,US,2022-07-25 19:04:17,64.5011,-165.4064,53.67,83,100,14.97
440,Narsaq,GL,2022-07-25 19:04:05,60.9167,-46.05,57.42,86,100,3.78
441,Dilla,ET,2022-07-25 19:05:26,6.41,38.31,64.85,69,90,4.52
442,Campanha,BR,2022-07-25 19:05:26,-21.8361,-45.4006,78.21,32,6,1.1
443,Martapura,ID,2022-07-25 19:05:26,-3.4167,114.85,75.29,88,100,1.14
444,Shellbrook,CA,2022-07-25 19:05:27,53.2168,-106.4011,63.72,75,100,9.37
445,Nizwa,OM,2022-07-25 19:04:11,22.9333,57.5333,89.67,55,100,7.34
446,Sambava,MG,2022-07-25 19:05:27,-14.2667,50.1667,70.2,84,94,12.21
447,Wagga Wagga,AU,2022-07-25 19:01:23,-35.1167,147.3667,52.21,87,100,10.36
448,Tautira,PF,2022-07-25 19:05:28,-17.7333,-149.15,74.71,88,98,3.74
449,Nyurba,RU,2022-07-25 19:05:12,63.2842,118.3319,66.78,95,17,4.88
450,Pimentel,PE,2022-07-25 19:05:28,-6.8367,-79.9342,70.09,64,0,17.27
451,Kursk,RU,2022-07-25 19:05:29,51.7303,36.1939,63.75,100,0,4.47
452,Krasnoselkup,RU,2022-07-25 19:05:29,65.7,82.4667,54.37,81,98,7.02
453,Panama City,PA,2022-07-25 19:05:29,8.9936,-79.5197,84.15,77,75,12.66
454,Tsaratanana,MG,2022-07-25 19:05:30,-16.7833,47.65,64.49,69,0,7.07
455,Diego De Almagro,CL,2022-07-25 19:03:56,-26.3667,-70.05,70.02,29,0,6.22
456,Zhucheng,CN,2022-07-25 19:05:30,35.9947,119.3975,71.83,93,57,5.79
457,Sumenep,ID,2022-07-25 19:05:31,-7.0167,113.8667,75.74,78,34,8.16
458,Ibra,OM,2022-07-25 19:06:31,22.6906,58.5334,85.42,59,100,9.86
459,Beira,MZ,2022-07-25 19:06:32,-19.8436,34.8389,69.35,82,98,13.35
460,Boyolangu,ID,2022-07-25 19:06:32,-8.1181,111.8935,70.88,87,100,1.12
461,Broken Hill,AU,2022-07-25 19:06:32,-31.95,141.4333,44.42,82,0,15.52
462,Severomuysk,RU,2022-07-25 19:06:33,56.1481,113.4267,53.82,86,13,5.44
463,Kyra,RU,2022-07-25 19:06:33,49.5776,111.9753,55.67,96,100,5.08
464,Sahuaripa,MX,2022-07-25 19:06:34,29.05,-109.2333,90.63,49,41,2.42
465,Roald,NO,2022-07-25 19:06:34,62.5833,6.1333,65.16,94,75,5.75
466,Zheleznodorozhnyy,RU,2022-07-25 19:06:34,55.7503,38.0042,72.01,77,100,5.59
467,Domat,CH,2022-07-25 19:06:35,46.8348,9.4508,72.91,76,100,7.0
468,Praia Da Vitoria,PT,2022-07-25 19:06:35,38.7333,-27.0667,77.76,88,63,2.19
469,Lokosovo,RU,2022-07-25 19:06:35,61.1333,74.8167,59.67,82,100,1.34
470,Fria,GN,2022-07-25 19:06:36,10.4167,-13.5833,73.22,97,98,3.56
471,Piacabucu,BR,2022-07-25 19:06:36,-10.4056,-36.4344,75.47,78,71,11.43
472,Port Pirie,AU,2022-07-25 19:06:36,-33.1833,138.0167,48.0,85,6,8.12
473,Tateyama,JP,2022-07-25 19:06:37,34.9833,139.8667,79.11,94,75,6.91
474,Menongue,AO,2022-07-25 19:06:28,-14.6585,17.691,61.0,32,0,4.74
475,Pedernales,DO,2022-07-25 19:06:37,18.0384,-71.744,92.01,43,0,18.3
476,Beaverlodge,CA,2022-07-25 19:06:37,55.2166,-119.4361,71.62,46,72,8.97
477,Gangapur,IN,2022-07-25 19:06:38,26.4833,76.7167,79.34,87,74,6.6
478,Noumea,NC,2022-07-25 19:06:38,-22.2763,166.4572,73.0,99,76,7.45
479,Timra,SE,2022-07-25 19:06:39,62.487,17.3257,62.67,94,100,11.5
480,Polson,US,2022-07-25 19:02:56,47.6936,-114.1632,85.21,43,100,1.86
481,Acarau,BR,2022-07-25 19:06:39,-2.8856,-40.12,83.39,59,86,18.19
482,Santa Rosalia,MX,2022-07-25 19:06:40,27.3167,-112.2833,86.47,43,3,8.41
483,Jos,NG,2022-07-25 19:06:40,9.9167,8.9,68.32,86,66,2.48
484,Vawkavysk,BY,2022-07-25 19:06:40,53.1561,24.4513,63.37,75,100,1.63
485,Kuopio,FI,2022-07-25 19:06:41,62.8924,27.677,66.15,68,0,5.75
486,Vardo,NO,2022-07-25 19:03:11,70.3705,31.1107,53.58,87,0,4.61
487,Evensk,RU,2022-07-25 19:06:41,61.95,159.2333,53.28,73,51,2.17
488,Waingapu,ID,2022-07-25 19:06:42,-9.6567,120.2641,71.01,79,100,7.02
489,Emerald,AU,2022-07-25 19:06:42,-23.5333,148.1667,51.94,100,0,0.0
490,Verkhnevilyuysk,RU,2022-07-25 19:06:42,63.4453,120.3167,65.26,82,7,5.06
491,Muret,FR,2022-07-25 19:06:43,43.3333,1.25,80.04,54,17,1.99
492,Wewak,PG,2022-07-25 19:06:43,-3.5534,143.6268,79.18,86,47,8.3
493,Pachino,IT,2022-07-25 19:06:44,36.7186,15.0907,83.07,64,0,9.95
494,Hambantota,LK,2022-07-25 19:06:44,6.1241,81.1185,75.54,100,75,4.61
495,Ankang,CN,2022-07-25 19:06:44,32.68,109.0172,78.62,84,0,2.15
496,Sao Gabriel Da Cachoeira,BR,2022-07-25 19:06:45,-0.1303,-67.0892,81.97,81,43,2.06
497,Leningradskiy,RU,2022-07-25 19:06:45,69.3833,178.4167,32.52,96,100,5.68
498,Januaria,BR,2022-07-25 19:06:46,-15.4833,-44.3667,86.54,23,1,7.11
499,Razole,IN,2022-07-25 19:06:46,16.4833,81.8333,79.5,87,100,1.61
500,Plettenberg Bay,ZA,2022-07-25 19:06:46,-34.0527,23.3716,56.82,63,0,7.47
501,Okha,RU,2022-07-25 19:06:47,53.5739,142.9478,56.89,98,100,12.08
502,Bamban,PH,2022-07-25 19:06:47,15.6747,120.3315,76.32,84,100,3.29
503,York,US,2022-07-25 19:06:47,40.1254,-77.0,85.41,68,75,10.36
504,Ombessa,CM,2022-07-25 19:07:48,4.603,11.2565,69.35,97,77,5.39
505,Saldanha,ZA,2022-07-25 19:04:21,-33.0117,17.9442,56.98,64,0,10.65
506,Traverse City,US,2022-07-25 19:05:28,44.7631,-85.6206,71.67,59,75,11.5
507,Gainsborough,GB,2022-07-25 19:07:49,53.3833,-0.7667,66.38,68,75,14.97
508,Hermagor,AT,2022-07-25 19:07:49,46.6272,13.3672,71.28,83,63,2.19
509,Barsovo,RU,2022-07-25 19:07:50,61.1667,73.1667,59.13,78,100,3.85
510,Severo-Kurilsk,RU,2022-07-25 19:07:50,50.6789,156.125,50.65,94,100,9.71
511,Paita,PE,2022-07-25 19:07:51,-5.0892,-81.1144,70.47,73,19,14.81
512,Ancud,CL,2022-07-25 19:07:51,-41.8697,-73.8203,49.23,87,100,11.63
513,Trinidad,BO,2022-07-25 19:06:29,-14.8333,-64.9,89.19,44,88,3.8
514,Abu Samrah,SY,2022-07-25 19:03:18,35.3029,37.1841,82.96,24,0,9.91
515,Bacolod,PH,2022-07-25 19:07:52,10.6667,122.95,77.63,88,100,3.8
516,Pangnirtung,CA,2022-07-25 19:05:00,66.1451,-65.7125,51.84,67,32,4.88
517,Djenne,ML,2022-07-25 19:07:22,13.9061,-4.5533,91.69,41,43,7.09
518,Lata,PT,2022-07-25 19:07:52,40.1629,-8.3327,73.08,60,0,7.52
519,Kovdor,RU,2022-07-25 19:07:53,67.5662,30.4758,56.48,82,100,3.4
520,Rezh,RU,2022-07-25 19:07:53,57.37,61.4043,66.83,85,59,3.2
521,Oussouye,SN,2022-07-25 19:07:30,12.485,-16.5469,79.3,80,100,7.81
522,Bowling Green,US,2022-07-25 19:07:53,36.9903,-86.4436,85.53,83,100,5.75
523,Riohacha,CO,2022-07-25 19:07:54,11.5444,-72.9072,88.3,61,97,13.31
524,Kvareli,GE,2022-07-25 19:07:54,41.9524,45.8151,70.16,58,31,4.36
525,Rundu,NA,2022-07-25 19:07:55,-17.9333,19.7667,66.15,27,0,5.99
526,Kuytun,RU,2022-07-25 19:07:55,54.3419,101.5036,51.62,94,100,14.83
527,Orange Walk,BZ,2022-07-25 19:05:09,17.8333,-88.8333,85.14,73,100,5.3
528,Kollo,NE,2022-07-25 19:07:55,13.3043,2.339,93.99,41,51,11.61
529,Jawad,IN,2022-07-25 19:07:56,24.6,74.85,74.97,94,100,9.86
530,Hastings,GB,2022-07-25 19:07:56,50.8552,0.5729,70.99,73,100,17.85
531,Buala,SB,2022-07-25 19:04:13,-8.145,159.5921,79.29,84,83,8.5
532,Camacha,PT,2022-07-25 19:07:57,33.0833,-16.3333,72.82,64,20,5.75
533,Beihai,CN,2022-07-25 19:07:57,21.4833,109.1,84.97,75,8,9.98
534,Hamilton,US,2022-07-25 19:05:04,39.1834,-84.5333,84.25,66,40,8.05
535,Wamba,NG,2022-07-25 19:07:58,8.9333,8.6,74.48,92,49,2.46
536,Flinders,AU,2022-07-25 19:07:58,-34.5833,150.8552,55.38,90,100,4.0
537,Bestobe,KZ,2022-07-25 19:07:58,52.4994,73.0975,71.94,47,5,9.26
538,Cody,US,2022-07-25 19:05:34,44.5263,-109.0565,82.65,38,0,8.05
539,Mersing,MY,2022-07-25 19:07:59,2.4312,103.8405,77.22,89,100,5.46
540,Vanimo,PG,2022-07-25 19:07:59,-2.6741,141.3028,76.68,91,93,4.5
541,La Palma,US,2022-07-25 19:08:00,33.8464,-118.0467,92.97,69,40,5.99
542,Nkhotakota,MW,2022-07-25 19:08:00,-12.9274,34.2961,70.66,64,31,4.18
543,Yeppoon,AU,2022-07-25 19:08:00,-23.1333,150.7333,51.58,90,0,3.22
544,Caluquembe,AO,2022-07-25 19:04:19,-13.7833,14.6833,65.12,27,25,3.0
545,Sisimiut,GL,2022-07-25 19:08:01,66.9395,-53.6735,46.24,79,100,12.19
546,Chifeng,CN,2022-07-25 19:08:01,42.2683,118.9636,70.45,80,36,5.59
547,Yanam,IN,2022-07-25 19:08:02,16.7333,82.2167,78.39,91,100,3.0
548,Klamath Falls,US,2022-07-25 19:06:09,42.2249,-121.7817,91.87,21,0,3.44
549,Atagay,RU,2022-07-25 19:09:02,55.1033,99.3875,57.4,79,100,9.1
550,Kargopol,RU,2022-07-25 19:09:03,61.5071,38.9456,58.55,83,35,5.01
551,Amurrio,ES,2022-07-25 19:09:03,43.05,-3.0,69.55,73,97,5.77
552,Nantucket,US,2022-07-25 19:05:03,41.2835,-70.0995,80.71,85,100,16.11
553,Batagay-Alyta,RU,2022-07-25 19:09:04,67.8006,130.4114,59.65,74,88,2.17
554,Gariadhar,IN,2022-07-25 19:06:19,21.5333,71.5833,79.9,79,100,10.02
555,Necochea,AR,2022-07-25 19:09:05,-38.5473,-58.7368,53.82,79,100,15.55
556,Loandjili,CG,2022-07-25 19:09:05,-4.7561,11.8578,71.15,91,51,8.01
557,Mocuba,MZ,2022-07-25 19:09:05,-16.8392,36.9856,61.66,85,0,3.11
558,Almeirim,BR,2022-07-25 19:09:06,-1.5233,-52.5817,88.77,55,73,3.36
559,Key West,US,2022-07-25 19:09:06,24.5557,-81.7826,89.6,62,20,16.11
560,Foz,ES,2022-07-25 19:09:06,43.5692,-7.2544,65.59,80,56,4.29
561,Airai,TL,2022-07-25 19:04:14,-8.9266,125.4092,54.05,84,8,3.2
562,Burnie,AU,2022-07-25 19:09:07,-41.0667,145.9167,53.94,93,64,8.95
563,Colesberg,ZA,2022-07-25 19:09:07,-30.72,25.0972,47.43,30,0,5.37
564,Varzea Grande,BR,2022-07-25 19:08:39,-15.6467,-56.1325,94.87,23,0,5.75
565,Talaya,RU,2022-07-25 19:09:08,61.3833,152.75,59.41,61,7,1.72
566,Northampton,US,2022-07-25 19:09:08,40.8754,-75.2499,84.54,75,22,5.01
567,Zermatt,CH,2022-07-25 19:09:09,46.0213,7.7491,67.5,78,100,7.4
568,Pauini,BR,2022-07-25 19:09:09,-7.7136,-66.9764,90.09,43,95,0.98
569,Kulu,TR,2022-07-25 19:09:10,39.0951,33.0799,73.63,27,0,7.87
570,Alta Floresta,BR,2022-07-25 19:09:10,-9.8756,-56.0861,96.84,19,36,4.09
571,Ulaangom,MN,2022-07-25 19:09:11,49.9811,92.0667,60.19,46,59,5.57
572,Caravelas,BR,2022-07-25 19:09:11,-17.7125,-39.2481,74.46,73,15,6.38
573,Barybino,RU,2022-07-25 19:09:11,55.2677,37.8933,71.47,71,20,6.71
574,Buckeye,US,2022-07-25 19:07:01,33.3703,-112.5838,99.12,52,59,7.83
575,Ferrol,ES,2022-07-25 19:09:12,43.4832,-8.2369,70.32,85,0,10.4
576,Trat,TH,2022-07-25 19:09:12,12.5,102.5,82.87,90,100,0.31
577,Chicama,PE,2022-07-25 19:04:58,-7.8447,-79.1469,61.34,62,20,11.07
578,Bonavista,CA,2022-07-25 19:09:13,48.6499,-53.1147,69.64,73,99,14.38
579,Faya,SA,2022-07-25 19:09:13,18.3851,42.4509,61.32,75,100,10.22
580,Port Hedland,AU,2022-07-25 19:09:13,-20.3167,118.5667,59.05,47,0,10.36
581,Baker City,US,2022-07-25 19:09:14,44.7749,-117.8344,83.91,33,0,4.61
582,General Cepeda,MX,2022-07-25 19:09:14,25.3833,-101.45,87.06,28,43,9.91
583,General Roca,AR,2022-07-25 19:09:14,-39.0333,-67.5833,44.71,92,100,11.65
584,Sakakah,SA,2022-07-25 19:09:15,29.9697,40.2064,94.5,12,2,11.56
585,Fayaoue,NC,2022-07-25 19:09:15,-20.65,166.5333,74.08,79,57,17.6
586,Sur,OM,2022-07-25 19:05:38,22.5667,59.5289,86.04,71,100,10.33
587,Touros,BR,2022-07-25 19:06:12,-5.1989,-35.4608,79.54,68,100,17.67
588,Half Moon Bay,US,2022-07-25 19:09:16,37.4636,-122.4286,79.88,70,100,14.97
589,Vestmannaeyjar,IS,2022-07-25 19:05:48,63.4427,-20.2734,52.79,82,0,9.22
590,Abengourou,CI,2022-07-25 19:09:17,6.7297,-3.4964,73.53,86,51,2.28
591,Sillanwali,PK,2022-07-25 19:09:17,31.8261,72.5398,84.76,76,100,7.29
592,Tiksi,RU,2022-07-25 19:09:18,71.6872,128.8694,48.25,91,49,3.62
